,text,label,category,original_text,target
127,most residents are now homeless  death toll continues to rise  #italyearthquake,injured_or_dead_people,eq_num,"Most residents are now homeless, death toll continues to rise. #ItalyEarthquake",1
128,ecuador quake toll rises to 233 dead  president  manta  the death toll from ecuadors biggest earthquake in decades soared to at leas,injured_or_dead_people,eq_num,Ecuador quake toll rises to 233 dead: president: MANTA: The death toll from Ecuador’s biggest earthquake in decades soared to at leas,1
129,telephones for #volunteers located in mati  kokkino limanaki and neo voutza in attica for assistance to #animals call  6934396816  6945597792  # # #athensfires #athens #greece #greecefires,rescue_volunteering_or_donation_effort,noneq_nonnum,"Telephones for #volunteers located in Mati, Kokkino Limanaki and Neo Voutza in Attica for assistance to #Animals  call: 6934396816, 6945597792. #φωτιά #πυρκαγιά #AthensFires #Athens #Greece #Greecefires",0
130,almost shed tears  this thing of zanufizing every thing must stop  it happened in 2008 in bikita  people died of hunger now its the same story  if we continue in this path  more people will die  for how long shall we continue to b silenced by this murderous regime2d,injured_or_dead_people,noneq_num,"almost shed tears, This thing of Zanufizing every thing must stop. it happened in 2008 in Bikita, people died of hunger now its the same story. If we continue in this path, more people will die. For how long shall we continue to b silenced by this murderous regimeὢ2ὢD",0
131,rescue teams in #mexico are working 24 7 to find survivors after a powerful earthquake  at least 230 people have been killed #capitalreports,injured_or_dead_people,eq_num,Rescue teams in #Mexico are working 24/7 to find survivors after a powerful earthquake. At least 230 people have been killed #CapitalReports,1
132,donate to the italian red cross easily via paypal here to help those affected by #italyearthquake #terremotoitalia,rescue_volunteering_or_donation_effort,eq_nonnum,RT @RosieChloe: Donate to the Italian Red Cross easily via paypal here to help those affected by #ItalyEarthquake #TerremotoItalia:,0
133,#new zealand civil defense says no tsunami threat to the country following severe earthquake,caution_and_advice,eq_nonnum,#New Zealand civil defense says no tsunami threat to the country following severe earthquake,0
134,people have died  and this is what you tweet  youre a disgusting human being  #classless,injured_or_dead_people,noneq_num,"People have DIED, and THIS is what you tweet? Youre a disgusting human being. #Classless",0
135,c7greece  greece wildfires  at least 60 killed near athens as residents and tourists forced to flee into the sea,injured_or_dead_people,noneq_num,἞C἟7Greece: Greece wildfires: At least 60 killed near Athens as residents and tourists forced to flee into the sea,0
136,rip sgt steve perez of  who was killed lod while responding to #hurricaneharvey plz and show support #backtheblue,injured_or_dead_people,noneq_num,RIP Sgt Steve Perez of @houstonpolice who was killed LOD while responding to #HurricaneHarvey plz RT &amp; show support #BackTheBlue 💙🙏🏼😞,0
137,praying everyone in ecuador is okay from the earthquake saturday,sympathy_and_support,eq_nonnum,Praying everyone in Ecuador is okay from the earthquake Saturday,0
138,breaking  5 people confirmed dead at hollywood  fl nursing home that lost power from #hurricaneirma #irmarecovery #afterirma,injured_or_dead_people,noneq_num,"Breaking: 5 people confirmed dead at Hollywood, FL nursing home that lost power from #HurricaneIrma #IrmaRecovery #AfterIrma",0
139,21 children crushed beneath a school in mexicos powerful 7.1 magnitude earthquake,injured_or_dead_people,eq_num,21 children crushed beneath a school in Mexico’s powerful 7.1-magnitude earthquake,1
140,pres  trump plans to visit puerto rico next week to survey damage from hurricane maria  which killed at least 16 and knocked out water and power,injured_or_dead_people,noneq_num,"Pres. Trump plans to visit Puerto Rico next week to survey damage from Hurricane Maria, which killed at least 16 &amp; knocked out water &amp; power",0
141,fda works to prevent global drug shortages from damage to puerto rico factories via,infrastructure_and_utility_damage,noneq_nonnum,FDA Works To Prevent Global Drug Shortages From Damage To Puerto Rico Factories via @forbes,0
142,my prayers are w the people of italy and amatrice  the us stands ready to provide support and strength in this time of need  #,sympathy_and_support,eq_nonnum,RT @SenMarkey: My prayers are w the people of Italy and Amatrice. The US stands ready to provide support &amp; strength in this time of need. #,0
143,south african top diplomat appeals for aid to assist cyclone hit neighbouring countries  #cycloneidai,rescue_volunteering_or_donation_effort,noneq_nonnum,RT @KhayaJames: South African top diplomat appeals for aid to assist cyclone hit neighbouring countries. #cycloneidai,0
144,watch the 5.9 earthquake in chile get more coverage and interest than the 7.9 quake in nz lmao #eqnz,caution_and_advice,eq_nonnum,RT @Iikeanangel: watch the 5.9 earthquake in chile get more coverage and interest than the 7.9 quake in nz lmao #eqnz,0
145,#prayforecuador  earthquake leaves hundreds dead   thousands injured in ecuador,injured_or_dead_people,eq_num,#PrayForEcuador: Earthquake leaves hundreds dead + thousands injured in Ecuador:,1
146,med tech companies suffer damage in hurricane maria,infrastructure_and_utility_damage,noneq_nonnum,Med-tech companies suffer damage in Hurricane Maria,0
147,at least 49 people killed in greeces deadliest wildfires in a decade,injured_or_dead_people,noneq_num,At least 49 people killed in Greece’s deadliest wildfires in a decade,0
148,earthquake kills 77 in ecuador  emergency workers rush in  nearly 80 people are now known to have been killed in a powerful earthquak,injured_or_dead_people,eq_num,"Earthquake kills 77 in Ecuador, emergency workers rush in: Nearly 80 people are now known to have been killed in a powerful earthquak",1
149,nearly a week after irma slammed florida  the u s  death toll is at least 28  nearly 1.5m florida homes and businesses still without power,injured_or_dead_people,noneq_num,"Nearly a week after Irma slammed Florida, the U.S. death toll is at least 28. Nearly 1.5M Florida homes &amp; businesses still without power",0
150,ya know  i dont recall trump reaching out to mexico after a large earthquake and a ts thats lead to deaths  yet they aided texas,not_humanitarian,noneq_nonnum,"Ya know, I dont recall trump reaching out to Mexico after a large earthquake and a TS thats lead to deaths. Yet they aided Texas.",0
151,2defdfeff #mexicoearthquake #teambreezy #teambreezymexico sending our prayers out to those affected by earthquake devastation in #mexico ccc,sympathy_and_support,eq_nonnum,἟2἟DἰEὤFἿDὤFἿEὤFἿF #MexicoEarthquake #TeamBreezy #TeamBreezyMexico Sending our prayers out to those affected by earthquake/devastation in #Mexico ὉCὉCὉC,0
152,in mexico city  restaurant kitchens turn into relief centers,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @Eater: In Mexico City, restaurant kitchens turn into relief centers",0
153,#prayforitaly 9e9 click the link to donate fc,rescue_volunteering_or_donation_effort,eq_nonnum,RT @TDOT_Italians: #prayforitaly Ὁ9἞E἟9 • Click the link to DONATE ὤFἿC,0
154,greek fire death toll rises amid criticism over evacuation #greece #news,injured_or_dead_people,noneq_num,Greek Fire Death Toll Rises Amid Criticism Over Evacuation  #Greece #news,0
155,update  the death toll from wildfires near athens  greece has increased to 74,injured_or_dead_people,noneq_num,"RT @ajplus: UPDATE: The death toll from wildfires near Athens, Greece has increased to 74.",0
156,#harvey live updates  with death toll at 30  storm makes 2nd landfall  #louisiana #hurricaneharvey,injured_or_dead_people,noneq_num,"#Harvey Live Updates: With Death Toll at 30, Storm Makes 2nd Landfall. #Louisiana #hurricaneharvey @nytimes",0
157,we are so grateful for the doctors  volunteers and anyone who are helping us e9 uniti siamo una forza non dobbiamo arrenderci #prayforitaly,sympathy_and_support,eq_nonnum,"We are so grateful for the doctors, volunteers and anyone who are helping us ἞E἟9 Uniti siamo una forza,non dobbiamo arrenderci #PrayForItaly",0
158,lets make a difference #handinhand  join me   support those affected by hurricanes harvey   irma tonight  8pm et,rescue_volunteering_or_donation_effort,noneq_nonnum,"Lets make a difference #HandInHand. Join me + support those affected by Hurricanes Harvey + Irma TONIGHT, 8PM ET.",0
159,death toll in ecuador 7.8 earthquake continues to rise  now at 272 says president rafael correa  #sismoecuador,injured_or_dead_people,eq_num,Death toll in Ecuador 7.8 earthquake continues to rise. Now at 272 says President Rafael Correa. #SismoEcuador,1
160,mexico struggles to find the missing as death toll from earthquake rises to 273,injured_or_dead_people,eq_num,RT @DavidPapp: Mexico Struggles to Find the Missing as Death Toll From Earthquake Rises to 273,1
161,1cover extends its deepest sympathies to all those affected by the earthquake that struck new zealand overnight,sympathy_and_support,eq_nonnum,1Cover extends its deepest sympathies to all those affected by the earthquake that struck New Zealand overnight.,0
162,drone footage shows a collapsed building in mexico city after a 7.1 m earthquake left more than 200 people dead,injured_or_dead_people,eq_num,Drone footage shows a collapsed building in Mexico City after a 7.1-M earthquake left more than 200 people dead,1
163,donate now to help families recover  #srilanka #floodsl #recovery,rescue_volunteering_or_donation_effort,noneq_nonnum,Donate now to help families recover:  #SriLanka #FloodSL #recovery,0
164,more aftershocks   seriously    #eqnz,not_humanitarian,eq_nonnum,More aftershocks..seriously!!! #eqnz,0
165,#newzealand earthquake kills 2  strong aftershocks leave people stranded with no power  blocked roads #nzearthquake,injured_or_dead_people,eq_num,"#NewZealand earthquake kills 2, strong aftershocks leave people stranded with no power, blocked roads #nzearthquake",1
166,why isnt the news reporting about this family  still reporting only 4 deaths as of tonights world news,injured_or_dead_people,noneq_num,Why isnt the news reporting about this family? Still reporting only 4 deaths as of tonights world news,0
167,#hurricaneharveys hidden side effect  flooding hit oil refineries and caused 74 incidents of excess #airpollution,infrastructure_and_utility_damage,noneq_nonnum,#HurricaneHarveys hidden side effect: flooding hit oil refineries &amp; caused 74 incidents of excess #airpollution.,0
168,hurricane irma kills 9 in caribbean islands   95  of barbuda literally rubble  pm says,injured_or_dead_people,noneq_num,"Hurricane Irma kills 9 in Caribbean islands | 95% of Barbuda literally rubble, PM says",0
169,not once has trump even mentioned the people who died during hurricane harvey  this is unprecedented nonpresidential and inhumane,injured_or_dead_people,noneq_num,Not once has Trump even mentioned the people who died during hurricane Harvey. This is UNPRECEDENTED NONPRESIDENTIAL AND INHUMANE!,0
170,hurricane #irma kills 14 as it tears through caribbean,injured_or_dead_people,noneq_num,Hurricane #Irma kills 14 as it tears through Caribbean,0
